,고객번호,H1,H2,H3,H4,성별,연령대,거주지역
5423,05424,16258495,42883712,41160537,15928238,F,45세~49세,016
5424,05425,2042589,1818832,1929175,2018392,F,45세~49세,360
5425,05426,8066730,7165020,5144370,9349930,M,45세~49세,100
5426,05427,6332487,18720644,4819446,5338897,F,45세~49세,060
5427,05428,16111973,25399278,34610881,14236055,F,45세~49세,060
5428,05429,4476305,5094267,3569505,3735542,F,45세~49세,500
5429,05430,7906113,6678510,4931730,5499160,F,45세~49세,016
5430,05431,8391394,7652457,7220005,7838143,F,45세~49세,055
5431,05432,38170670,26948114,35750940,25256316,F,45세~49세,100
5432,05433,6062540,4133540,5795370,4089590,F,45세~49세,100
5433,05434,2660223,2620424,3826654,5301094,F,45세~49세,500
5434,05435,6534840,2087000,3150870,2650556,F,45세~49세,013
5435,05436,4173432,3958962,3037054,4178881,F,45세~49세,100
5436,05437,14385053,11052785,12005926,7416929,F,45세~49세,500
5437,05438,2771766,3281872,1934650,1857559,F,45세~49세,020
5438,05439,3984235,4882967,7890450,6337717,M,45세~49세,100
5439,05440,6779685,5212812,7009300,8951189,M,45세~49세,055
5440,05441,2417422,2503065,3481003,4825719,F,45세~49세,270
5441,05442,42442010,24817882,24357110,24335582,M,45세~49세,100
5442,05443,4524970,3779598,5016532,5685105,F,45세~49세,100
5443,05444,1318925,2542887,3290539,3034264,F,45세~49세,270
5444,05445,15978091,22453746,20125082,21305905,F,45세~49세,013
5445,05446,2450883,1595920,3414934,3345596,F,45세~49세,055
5446,05447,2112560,1714410,1440190,962180,F,45세~49세,055
5447,05448,2386352,2992252,3366776,2682279,F,45세~49세,210
5448,05449,3914319,3950268,2861570,1942469,F,45세~49세,100
5449,05450,5435214,4510680,3976090,4034692,F,45세~49세,
5450,05451,3325759,4648396,4259114,4520122,F,45세~49세,610
5451,05452,2306471,1824207,2069624,2177996,F,45세~49세,460
5452,05453,4426288,2933910,1687005,1593568,M,45세~49세,340
5453,05454,1005040,1180870,3528263,1965007,F,45세~49세,610
5454,05455,2761579,2152447,2179722,1082640,M,45세~49세,100
5455,05456,4309504,5887483,4269911,1967238,F,45세~49세,100
5456,05457,15456900,13845954,6450430,12182970,F,45세~49세,043
5457,05458,2575545,2186914,2050488,2574685,F,45세~49세,072
5458,05459,4535149,4343107,5406528,4725812,M,45세~49세,360
5459,05460,16126692,10896231,7053820,14106026,M,45세~49세,100
5460,05461,2735709,5119373,4515486,6419136,F,45세~49세,100
5461,05462,13256260,10627580,17497640,13814150,F,45세~49세,087
5462,05463,4003197,3425766,2881880,2957896,M,45세~49세,075
5463,05464,1764812,3000645,5699695,2652351,F,45세~49세,013
5464,05465,8690444,3053690,5042781,3365201,F,45세~49세,460
5465,05466,12600375,11585816,10810940,19713254,F,45세~49세,055
5466,05467,3428439,3909226,3735941,3480875,F,45세~49세,440
5467,05468,18768220,39038420,54073750,28839630,F,45세~49세,060
5468,05469,3218211,6850817,4336811,4384390,F,45세~49세,030
5469,05470,8034400,5225140,6012850,7654810,F,45세~49세,030
5470,05471,3631224,4003256,4189363,3176488,F,45세~49세,100
5471,05472,3276697,3283377,2828782,2521172,F,45세~49세,016
5472,05473,24419516,20166053,11331840,26580556,M,45세~49세,016
5473,05474,3499551,3784808,4476237,2455300,M,45세~49세,016
5474,05475,19816160,25895040,6610650,8965590,F,45세~49세,100
5475,05476,10738980,18123410,14750150,16409770,F,45세~49세,100
5476,05477,2987227,3531590,3898226,4742824,F,45세~49세,570
5477,05478,1918526,1948559,1444626,22702032,M,45세~49세,540
5478,05479,3760109,6319211,7067624,1779492,M,45세~49세,210
5479,05480,3070498,2340206,3114261,2391555,F,45세~49세,100
5480,05481,12847914,10815550,9809920,27839900,M,45세~49세,100
5481,05482,11208096,8162882,11833134,12190442,M,45세~49세,500
5482,05483,1472180,1608227,1453945,977559,F,45세~49세,210
5483,05484,14788580,18089602,31122320,28120030,F,45세~49세,410
5484,05485,3608745,6551817,5840181,7034160,F,45세~49세,100
5485,05486,2850850,9159990,9211755,14170379,F,45세~49세,360
5486,05487,4665063,5597844,10974176,8545974,F,45세~49세,210
5487,05488,2228914,44842760,7119236,6183860,F,45세~49세,016
5488,05489,10490300,5249300,10729080,4817830,F,45세~49세,360
5489,05490,6093060,7731340,8666990,13708386,M,45세~49세,016
5490,05491,28576530,19165910,14025200,16057700,F,45세~49세,060
5491,05492,7821717,5289652,5383305,5556519,F,45세~49세,100
5492,05493,20648487,16066502,6014488,9116342,F,45세~49세,460
5493,05494,17923779,30370371,26068010,47095982,F,45세~49세,016
5494,05495,3915442,8164390,45387460,27097470,F,45세~49세,013
5495,05496,26682253,16846343,19918418,27199615,F,45세~49세,460
5496,05497,2746555,2546056,4787329,5430668,F,45세~49세,540
5497,05498,10291550,9618367,6390880,9193547,M,45세~49세,100
5498,05499,15337240,25713330,22732980,19605236,F,45세~49세,060
5499,05500,3185596,2420718,2610308,2170323,F,45세~49세,100
5500,05501,3490664,6012720,13066500,15655330,F,45세~49세,020
5501,05502,3180209,2711731,3715980,2400514,F,45세~49세,100
5502,05503,6007430,7154930,6125660,11176500,M,45세~49세,100
5503,05504,12861650,17565530,15099749,20653083,M,45세~49세,460
5504,05505,10031714,7950090,6662734,14957680,F,45세~49세,540
5505,05506,3094200,3705554,5624371,3704619,F,45세~49세,460
5506,05507,6108727,21653461,18244720,18773153,F,45세~49세,500
5507,05508,2387092,1752082,1558435,1556390,F,45세~49세,079
5508,05509,3568540,3553621,3727910,2152600,F,45세~49세,100
5509,05510,3244642,4380787,7431930,8313540,M,45세~49세,460
5510,05511,4494930,4886770,4589360,3380510,F,45세~49세,060
5511,05512,2935566,4477652,4747528,7376997,F,45세~49세,016
5512,05513,1386928,1094979,1048755,916120,F,45세~49세,100
5513,05514,2002148,3404448,4689232,3929489,F,45세~49세,075
5514,05515,3138114,4148406,4081845,3530211,M,45세~49세,100
5515,05516,5503106,4715428,5330545,4858292,F,45세~49세,016
5516,05517,4319889,6666864,3876585,5725269,F,45세~49세,210
5517,05518,2778375,3611383,3728430,3302835,F,45세~49세,340
5518,05519,1734812,1847103,2246270,2306493,M,45세~49세,055
5519,05520,3313270,2257620,2762700,3339240,F,45세~49세,047
5520,05521,7217760,8406620,11727928,10156580,F,45세~49세,060
5521,05522,2696845,2371538,2680021,3155773,F,45세~49세,210
5522,05523,6200913,5735244,6111153,8942847,F,45세~49세,610
5523,05524,2156269,2916259,2531412,2615666,F,45세~49세,340
5524,05525,2785512,2715852,3628535,4726208,F,45세~49세,210
5525,05526,4201230,5768692,6469480,16904520,F,45세~49세,016
5526,05527,74367490,38283890,39132410,65166330,M,45세~49세,100
5527,05528,2330644,2265140,2066182,2548879,F,45세~49세,210
5528,05529,25610194,25802470,38880070,31386147,M,45세~49세,047
5529,05530,7230825,6909845,7550901,4064570,F,45세~49세,055
5530,05531,248230,700060,333290,2253152,F,45세~49세,100
5531,05532,28738862,30280939,35923980,36020050,F,45세~49세,100
5532,05533,1898674,2200876,1808734,1845802,F,45세~49세,100
5533,05534,3685222,3119962,3343049,1920751,F,45세~49세,047
5534,05535,2573527,4193952,4044097,3833368,F,45세~49세,360
5535,05536,6899000,6339380,5632140,5241210,F,45세~49세,100
5536,05537,1099030,1489817,6532256,4159292,F,45세~49세,100
5537,05538,4072020,4244276,4200506,3708410,F,45세~49세,610
5538,05539,4475170,4288525,5194264,5019020,F,45세~49세,460
5539,05540,9138500,15934311,9327105,9024318,M,45세~49세,016
5540,05541,14071670,13817720,14880965,16240650,F,45세~49세,340
5541,05542,4042680,38096550,23465190,19430099,F,45세~49세,020
5542,05543,674066,1603102,1022834,1305396,M,45세~49세,500
5543,05544,9312079,14860095,19504688,14933506,F,45세~49세,100
5544,05545,1873859,1605788,1916300,1937948,F,45세~49세,240
5545,05546,19099080,17374270,15140660,28882640,F,45세~49세,049
5546,05547,6987110,6000160,5344758,3802266,F,45세~49세,100
5547,05548,2907692,2685945,2718549,2093772,M,45세~49세,016
5548,05549,10049911,8375232,8412379,8930850,F,45세~49세,016
5549,05550,4219206,4044315,3875158,3569244,F,45세~49세,010
5550,05551,1162689,1317871,1168794,1119842,F,45세~49세,013
5551,05552,22101020,22692573,20790688,18009488,F,45세~49세,460
5552,05553,4798990,3638602,4029555,3055106,F,45세~49세,460
5553,05554,14030603,12927528,11073174,11861217,F,45세~49세,100
5554,05555,39166455,48317277,4928920,28848620,F,45세~49세,049
5555,05556,8955941,9645302,8934893,12088118,F,45세~49세,460
5556,05557,6815114,8933785,11090901,9382917,F,45세~49세,210
5557,05558,4223475,4578301,4774891,5757350,F,45세~49세,460
5558,05559,3063455,3124279,3715226,4184950,F,45세~49세,100
5559,05560,5214628,3712010,3681880,3575318,F,45세~49세,610
5560,05561,14828684,20433050,13863105,46456968,F,45세~49세,460
5561,05562,9223646,8157350,5616145,6635400,F,45세~49세,013
5562,05563,3065098,4071600,4174392,4900618,F,45세~49세,270
5563,05564,19524348,19237730,31569050,25468120,F,45세~49세,047
5564,05565,25731391,21843291,30355850,22523308,F,45세~49세,100
5565,05566,2985625,5407868,3128159,3372509,F,45세~49세,570
5566,05567,5182570,6651732,5227413,6054508,F,45세~49세,210
5567,05568,10127275,9156916,14933376,14087013,F,45세~49세,100
5568,05569,9127689,10765433,9172180,14789611,M,45세~49세,055
5569,05570,11781672,7628080,12455158,3676500,M,45세~49세,016
5570,05571,3431556,5486501,7709831,8092331,M,45세~49세,055
5571,05572,1598651,1073253,1129867,876112,F,45세~49세,079
5572,05573,9217120,4687220,9205420,6286160,F,45세~49세,410
5573,05574,3570508,2285534,5372040,8401441,F,45세~49세,100
5574,05575,7653491,9030635,6973016,12729387,F,45세~49세,060
5575,05576,3332164,4180190,3474810,4151555,F,45세~49세,610
5576,05577,8646284,7772606,6851481,19127867,F,45세~49세,055
5577,05578,138756,259551,656042,47000,M,45세~49세,460
5578,05579,5977008,6972239,6662433,6792390,F,45세~49세,016
5579,05580,6315260,9687735,7139323,6903903,F,45세~49세,460
5580,05581,1896306,1414913,1904662,1472175,F,45세~49세,460
5581,05582,22851250,26699390,24001751,14083610,F,45세~49세,016
5582,05583,9525053,8576861,5650500,5000577,M,45세~49세,360
5583,05584,229220947,141407528,82814310,115291380,F,45세~49세,072
5584,05585,3172463,3488734,5052338,4993257,M,45세~49세,310
5585,05586,2115282,2829270,2563166,2943382,F,45세~49세,055
5586,05587,2508514,2750605,2996353,3615037,F,45세~49세,610
5587,05588,4071698,3949845,3902472,3403866,F,45세~49세,052
5588,05589,24847760,5415110,11973300,12026320,F,45세~49세,016
5589,05590,11496140,32173540,15011445,12643046,F,45세~49세,100
5590,05591,3509155,2567622,3106954,2708882,F,45세~49세,210
5591,05592,31016525,47477049,35992878,31755086,F,45세~49세,100
5592,05593,6352910,9348840,9912300,13394593,F,45세~49세,060
5593,05594,32826660,27106990,26433800,24700589,F,45세~49세,100
5594,05595,3512159,3101455,1969495,1729676,F,45세~49세,075
5595,05596,7670194,5519124,16069270,10098595,F,45세~49세,060
5596,05597,1755690,3796258,12061158,8831914,F,45세~49세,500
5597,05598,7229635,11199001,18507598,14501617,F,45세~49세,460
5598,05599,1453718,1348790,1476670,2038152,F,45세~49세,100
5599,05600,3143455,3138801,3134287,2730108,F,45세~49세,100
5600,05601,12749650,27420450,33334960,6390530,F,45세~49세,100
5601,05602,11551812,8510102,15454581,10554291,F,45세~49세,100
5602,05603,1736501,2050718,1735026,2199968,M,45세~49세,460
5603,05604,7477618,7240979,3920209,2868934,F,45세~49세,210
5604,05605,3721671,2726342,4922785,3906085,F,45세~49세,540
5605,05606,13559160,13282620,44845330,11919860,F,45세~49세,500
5606,05607,6986690,21299610,24832420,12905990,F,45세~49세,047
5607,05608,14348090,3980200,3695370,139350,F,45세~49세,540
5608,05609,28147930,49114040,72561822,36260905,F,45세~49세,540
5609,05610,9533890,942790,1804880,1537630,F,45세~49세,024
5610,05611,3161941,1584159,1791799,2441475,F,45세~49세,100
5611,05612,5028300,3799810,3308724,3373200,M,45세~49세,100
5612,05613,1922537,2329838,2051907,2002138,F,45세~49세,047
5613,05614,3346240,4044706,4103171,4196604,F,45세~49세,016
5614,05615,7376900,2756961,3196990,9552980,M,45세~49세,087
5615,05616,9826390,4198540,14349510,4289750,F,45세~49세,016
5616,05617,33164099,23953191,42335960,39990470,F,45세~49세,013
5617,05618,3217327,2412856,3082855,3493456,F,45세~49세,100
5618,05619,18072504,13152585,32590422,11606240,M,45세~49세,100
5619,05620,2412631,3181250,3035732,2315843,M,45세~49세,310
5620,05621,8247439,6705372,7327961,7496855,M,45세~49세,210
5621,05622,5240127,6402024,10266912,9029616,F,45세~49세,055
5622,05623,29905686,32335360,27557970,33355900,F,45세~49세,100
5623,05624,25444399,30620590,27933670,38693870,F,45세~49세,010
5624,05625,1180072,1734148,4779435,4123125,F,45세~49세,410
5625,05626,837515,886058,855524,884853,M,45세~49세,100
5626,05627,6740145,3128784,2774022,3752238,F,45세~49세,024
5627,05628,4430796,5362189,4207470,566380,F,45세~49세,100
5628,05629,12137718,14391415,3666840,3940242,F,45세~49세,060
5629,05630,25752460,28468190,19458200,15979630,F,45세~49세,085
5630,05631,2664067,4967368,5255365,6320117,F,45세~49세,100
5631,05632,4836260,3022382,3114820,3983961,F,45세~49세,460
5632,05633,2570070,3104820,3711366,2700370,M,45세~49세,024
5633,05634,8135562,7483148,4424650,5674484,F,45세~49세,016
5634,05635,2778102,1521826,1539964,1748598,M,45세~49세,075
5635,05636,8735405,9413799,8931121,16030044,M,45세~49세,055
5636,05637,10357275,9998986,7076063,16512325,F,45세~49세,100
5637,05638,7600028,10382959,11403327,12120940,F,45세~49세,500
5638,05639,24297430,10266803,7881740,15501530,F,45세~49세,100
5639,05640,1231955,1759806,2569050,2045352,F,45세~49세,100
5640,05641,2373022,2521151,1663340,2355112,F,45세~49세,210
5641,05642,16485620,37569568,28828659,18901560,F,45세~49세,500
5642,05643,22138090,15510431,23756892,21770280,M,45세~49세,033
5643,05644,11768931,9741242,10704964,3638460,F,45세~49세,055
5644,05645,41893890,32885295,23427700,39147380,F,45세~49세,030
5645,05646,2690487,4806697,5744608,4214077,F,45세~49세,460
5646,05647,12978010,19290980,6007810,10283250,F,45세~49세,049
5647,05648,14313846,8787980,13310343,8600830,F,45세~49세,460
5648,05649,3127160,3573503,4046613,3621373,M,45세~49세,100
5649,05650,2266133,3025130,4681822,1716728,F,45세~49세,100
5650,05651,14581558,10997554,11092356,5831233,F,45세~49세,055
5651,05652,4049760,4771680,6380040,3020230,M,45세~49세,100
5652,05653,3841250,3785835,3107775,2897516,F,45세~49세,210
5653,05654,2346688,3159617,4693526,3317009,F,45세~49세,460
5654,05655,5592940,4736243,7360211,5353758,F,45세~49세,460
5655,05656,1389650,630480,810832,702140,F,45세~49세,072
5656,05657,22236902,8210770,10288247,7421741,F,45세~49세,055
5657,05658,13148184,27519726,19016344,18221735,F,45세~49세,500
5658,05659,1950839,1581379,1865536,1793898,M,45세~49세,072
5659,05660,2771158,3054171,4223690,4462361,M,45세~49세,460
5660,05661,7585694,6789253,9475731,4795334,M,45세~49세,440
5661,05662,3100971,16281028,8913306,8494840,F,45세~49세,
5662,05663,16721076,34927872,41347721,36222460,F,45세~49세,016
5663,05664,7390956,7690861,7547602,9704195,F,45세~49세,410
5664,05665,2234636,2091236,2502021,2877261,F,45세~49세,100
5665,05666,7433056,6161712,2046020,4674706,F,45세~49세,013
5666,05667,8836835,8118002,10217636,9996241,F,45세~49세,210
5667,05668,1111564,3618518,4224562,3880473,F,45세~49세,079
5668,05669,10452659,16437967,7899380,4019286,F,45세~49세,360
5669,05670,12144260,10224559,13658532,9904820,F,45세~49세,016
5670,05671,15237654,14835947,11460664,21667223,F,45세~49세,055
5671,05672,1146040,3189593,2355685,3009942,M,45세~49세,460
5672,05673,1933426,8090816,4256411,2763337,F,45세~49세,100
5673,05674,2253718,1990502,3590031,6589062,F,45세~49세,100
5674,05675,1466339,2019479,5729349,4210630,F,45세~49세,055
5675,05676,4305057,5782535,3276445,7284773,F,45세~49세,100
5676,05677,1677838,2870369,2379270,1829736,F,45세~49세,610
5677,05678,9258020,7598300,5868821,7306101,M,45세~49세,024
5678,05679,12284030,23468040,46352150,16281890,M,45세~49세,072
5679,05680,4834080,5212423,7384237,7642064,F,45세~49세,055
5680,05681,23786458,18699834,24135391,26899081,F,45세~49세,100
5681,05682,6656670,15495612,7831994,7568780,M,45세~49세,100
5682,05683,31183800,19272380,16109198,15113480,F,45세~49세,460
5683,05684,1481011,2094619,1803012,1464133,F,45세~49세,100
5684,05685,2255160,2599574,3469793,3131616,M,45세~49세,100
5685,05686,21021060,33075220,22481020,21929840,M,45세~49세,055
5686,05687,9397890,10180490,6712350,4994150,F,45세~49세,100
5687,05688,3742965,3630315,5455498,4262264,F,45세~49세,210
5688,05689,4563851,3486067,4486372,4622941,F,45세~49세,100
5689,05690,8402559,13519698,13332441,8825382,M,45세~49세,100
5690,05691,50380233,21006239,20765402,29021443,F,45세~49세,024
5691,05692,3868201,2582782,2179121,2885781,F,45세~49세,100
5692,05693,7734180,5642470,9319190,6849730,M,45세~49세,100
5693,05694,6525640,23224890,29105870,21506980,F,45세~49세,043
5694,05695,2592660,5212770,5196469,2971550,F,45세~49세,016
5695,05696,7283836,4348677,5542682,2011865,F,45세~49세,500
5696,05697,43950280,46323166,52110123,34615548,F,45세~49세,500
5697,05698,18793787,12467012,14319670,13145900,F,45세~49세,460
5698,05699,13963850,33956580,33047010,68901490,M,45세~49세,100
5699,05700,4068829,3942271,4402987,3826326,F,45세~49세,055
